Marke,Modell,Baujahr,Getriebe,Kilometerstand,Kraftstoffart,Verbrauch (l/100km),Motorgröße (l),Alter
0,9,2016,2,50126,1,4.16,1.4,7
0,118,2019,1,127,2,5.08,2.0,4
0,13,2015,1,91531,2,4.41,2.0,8
0,13,2015,2,59635,2,4.41,2.0,8
0,126,2018,1,8740,1,6.92,2.5,5
0,9,2016,2,49939,1,4.16,1.4,7
0,12,2015,1,56175,2,4.74,3.0,8
0,12,2017,1,23852,2,3.66,3.0,6
0,9,2016,2,24634,1,4.25,1.4,7
0,12,2016,1,38022,1,5.16,2.0,7
0,9,2016,2,19138,1,3.5,1.0,7
0,9,2016,2,67857,1,4.16,1.4,7
0,11,2019,1,4885,1,6.82,2.0,4
0,12,2019,1,4350,2,5.75,3.0,4
0,121,2016,0,66034,2,6.0,4.0,7
0,11,2018,2,13751,2,4.41,1.6,5
0,11,2016,2,48742,1,3.91,1.4,7
0,11,2016,2,3046,1,3.91,1.4,7
0,12,2017,2,11098,1,4.5,1.4,6
0,154,2016,2,54852,2,3.75,2.0,7
0,12,2017,1,135541,2,3.41,2.0,6
0,11,2015,2,110123,2,2.83,1.6,8
0,120,2018,1,32642,1,6.92,3.0,5
0,12,2016,2,90501,2,3.17,2.0,7
0,16,2017,1,60337,2,4.99,3.0,6
0,120,2015,1,107759,2,5.67,3.0,8
0,120,2014,2,75030,2,4.91,2.0,9
0,14,2013,1,64378,2,4.16,2.0,10
0,120,2018,1,32669,1,6.92,3.0,5
0,13,2019,1,80,1,5.82,2.0,4
0,118,2016,2,37700,1,4.67,1.4,7
0,11,2015,1,74777,1,4.33,1.4,8
0,120,2018,1,23496,2,4.25,2.0,5
0,9,2019,2,5201,1,4.67,1.0,4
0,9,2017,2,25887,1,4.25,1.4,6
0,9,2017,2,25718,1,4.08,1.4,6
0,15,2018,1,11023,2,6.16,3.0,5
0,11,2017,2,26824,2,3.33,1.6,6
0,15,2018,1,21053,1,5.91,3.0,5
0,11,2019,1,16933,1,5.41,1.5,4
0,11,2018,2,20591,1,4.99,1.0,5
0,120,2018,0,13277,2,6.16,2.0,5
0,118,2019,0,9429,2,4.91,1.6,4
0,12,2019,0,13252,2,5.33,2.0,4
0,119,2019,2,8619,2,5.75,2.0,4
0,14,2019,0,8955,2,4.91,2.0,4
0,12,2017,2,21117,1,4.5,1.4,6
0,118,2019,2,4731,1,6.0,1.5,4
0,120,2016,1,42647,2,4.99,2.0,7
0,16,2020,1,1770,2,5.82,3.0,3
0,120,2018,1,39280,1,5.82,2.0,5
0,127,2020,1,3540,1,8.17,2.9,3
0,15,2020,1,804,2,6.08,3.0,3
0,12,2016,1,76604,2,4.16,2.0,7
0,11,2018,0,27764,1,4.16,1.5,5
0,13,2017,1,79319,2,3.75,2.0,6
0,13,2017,1,76356,2,3.75,2.0,6
0,13,2017,1,23478,2,3.58,2.0,6
0,12,2016,2,66431,2,3.17,2.0,7
0,121,2018,0,6265,2,6.0,4.0,5
0,16,2017,0,5371,2,4.67,3.0,6
0,120,2018,0,6897,1,6.92,3.0,5
0,120,2018,0,36874,2,4.16,2.0,5
0,120,2019,1,6638,2,6.16,2.0,4
0,119,2019,1,6437,1,7.42,2.0,4
0,120,2019,1,8244,2,6.16,2.0,4
0,12,2019,0,8046,2,5.75,3.0,4
0,13,2019,0,10460,2,5.08,2.0,4
0,120,2017,1,48009,1,6.92,3.0,6
0,118,2017,2,17903,1,4.67,1.4,6
0,120,2019,0,18612,2,6.16,2.0,4
0,11,2019,0,16791,1,5.57,1.5,4
0,11,2016,2,98704,2,3.41,2.0,7
0,9,2016,2,36482,1,4.08,1.4,7
0,119,2016,2,23205,2,4.5,2.0,7
0,9,2015,2,60282,1,4.25,1.4,8
0,9,2014,2,37038,1,3.91,1.4,9
0,14,2016,1,43104,2,4.33,2.0,7
0,120,2019,0,11677,2,6.16,2.0,4
0,154,2016,2,39036,1,4.99,1.8,7
0,12,2018,1,17778,2,4.16,2.0,5
0,12,2017,1,31292,2,4.08,2.0,6
0,119,2017,2,48478,1,4.58,1.4,6
0,12,2019,2,11944,1,6.0,2.0,4
0,12,2016,0,65480,1,5.5,2.0,7
0,119,2019,1,8777,1,7.66,2.0,4
0,11,2019,2,20575,1,5.5,1.5,4
0,14,2019,0,12047,2,6.0,3.0,4
0,13,2019,0,14896,2,5.16,2.0,4
0,12,2019,0,22031,2,4.91,2.0,4
0,119,2016,1,40434,2,4.67,2.0,7
0,120,2019,0,10299,2,6.16,2.0,4
0,11,2019,2,5254,1,4.99,1.0,4
0,119,2017,1,28453,1,5.57,2.0,6
0,9,2016,2,61962,1,4.08,1.4,7
0,9,2016,2,58380,1,4.25,1.4,7
0,121,2017,0,37718,2,6.0,4.0,6
0,120,2017,1,32772,2,4.16,2.0,6
0,9,2016,2,36380,1,4.08,1.4,7
0,12,2020,1,160,1,6.0,2.0,3
0,127,2019,1,13684,2,7.0,2.9,4
0,118,2019,1,2085,1,6.82,2.0,4
0,13,2016,2,42336,2,3.91,2.0,7
0,121,2016,1,55819,2,4.91,3.0,7
0,13,2016,2,55889,2,4.08,2.0,7
0,9,2017,2,39311,1,4.25,1.4,6
0,9,2017,2,26977,1,4.25,1.4,6
0,118,2017,2,61933,1,4.25,1.0,6
0,121,2017,1,27096,2,6.0,4.0,6
0,118,2017,0,53949,2,3.99,2.0,6
0,12,2017,2,10302,1,4.5,1.4,6
0,12,2016,2,35315,1,4.74,2.0,7
0,154,2015,2,31193,1,5.08,2.0,8
0,14,2019,1,30767,2,4.91,2.0,4
0,119,2019,1,7139,1,7.33,2.0,4
0,122,2019,1,9620,2,7.66,4.0,4
0,9,2019,2,3596,1,4.74,1.0,4
0,119,2016,1,84483,2,4.67,2.0,7
0,14,2016,0,84096,2,3.83,2.0,7
0,11,2018,2,31681,2,3.41,1.6,5
0,121,2016,1,42977,2,4.91,3.0,7
0,9,2016,2,42977,1,3.99,1.4,7
0,9,2018,2,29161,1,4.08,1.4,5
0,119,2016,1,19257,1,4.91,1.4,7
0,11,2016,2,55889,1,4.08,1.4,7
0,11,2018,1,49160,2,3.33,1.6,5
0,11,2015,2,116525,2,3.41,2.0,8
0,14,2017,1,85008,2,3.66,2.0,6
0,14,2015,1,113020,2,4.33,3.0,8
0,11,2017,2,34821,2,3.5,2.0,6
0,119,2014,2,83695,2,4.33,2.0,9
0,119,2016,1,46661,2,4.67,2.0,7
0,14,2018,2,48,2,6.0,3.0,5
0,120,2019,0,11415,2,6.16,2.0,4
0,118,2020,1,3112,1,7.24,2.0,3
0,12,2019,1,7576,2,4.74,2.0,4
0,119,2019,0,6926,2,6.24,2.0,4
0,118,2017,2,14896,1,4.5,1.4,6
0,119,2018,0,18351,1,6.16,1.5,5
0,9,2019,1,3141,1,5.33,1.0,4
0,14,2019,1,12971,2,6.24,3.0,4
0,14,2018,1,11933,2,4.91,2.0,5
0,16,2018,0,15700,1,6.24,3.0,5
0,13,2018,0,14648,2,4.58,3.0,5
0,120,2018,0,9659,2,6.16,2.0,5
0,121,2018,0,10607,2,7.08,3.0,5
0,118,2019,2,1609,2,4.74,1.6,4
0,11,2019,0,8770,1,5.25,1.5,4
0,118,2019,0,1609,2,5.08,2.0,4
0,13,2019,0,1609,1,5.82,2.0,4
0,12,2016,2,37973,1,4.83,2.0,7
0,121,2018,0,18859,2,6.0,4.0,5
0,120,2019,0,5125,2,6.0,2.0,4
0,120,2019,0,14072,2,6.0,2.0,4
0,14,2019,0,383,2,4.91,2.0,4
0,13,2019,0,7552,2,4.99,2.0,4
0,119,2016,2,45360,2,4.5,2.0,7
0,119,2016,1,59545,2,4.33,2.0,7
0,9,2017,2,21814,1,4.25,1.4,6
0,120,2016,1,49939,2,5.57,3.0,7
0,119,2016,2,55522,2,4.74,2.0,7
0,120,2019,1,10319,2,6.0,2.0,4
0,11,2017,2,23335,1,3.91,1.4,6
0,9,2017,2,40003,2,3.08,1.6,6
0,14,2019,0,3852,2,4.67,2.0,4
0,120,2019,0,1609,2,6.0,2.0,4
0,120,2019,0,1609,2,6.16,2.0,4
0,14,2019,0,1609,2,4.67,2.0,4
0,16,2018,0,16569,2,4.67,3.0,5
0,11,2018,0,10668,1,5.57,1.5,5
0,12,2019,2,10892,2,3.17,2.0,4
0,12,2019,0,8630,1,5.91,2.0,4
0,15,2019,0,6900,2,6.16,3.0,4
0,11,2014,1,141831,2,3.66,2.0,9
0,121,2017,0,28850,2,6.0,4.0,6
0,13,2019,1,10383,1,5.82,2.0,4
0,15,2019,0,9836,2,6.08,3.0,4
0,12,2019,1,11984,2,4.91,2.0,4
0,120,2019,0,6962,2,6.16,2.0,4
0,121,2019,0,8944,2,7.0,3.0,4
0,14,2019,0,3875,2,4.67,2.0,4
0,118,2019,2,7129,1,5.75,1.5,4
0,118,2019,2,1609,2,4.74,1.6,4
0,9,2016,2,12874,1,3.5,1.0,7
0,12,2017,1,48095,2,3.58,2.0,6
0,11,2017,2,22788,2,3.41,1.6,6
0,13,2019,1,34568,2,4.83,2.0,4
0,14,2019,0,10631,2,6.5,3.0,4
0,119,2017,1,19548,1,5.82,2.0,6
0,11,2017,2,48276,1,3.83,1.4,6
0,119,2016,1,35675,1,4.91,1.4,7
0,9,2016,2,39013,1,3.5,1.0,7
0,11,2017,1,29594,1,4.08,1.5,6
0,14,2016,2,51111,2,3.83,2.0,7
0,12,2019,1,20684,1,6.16,2.0,4
0,12,2019,1,20935,1,6.16,2.0,4
0,118,2019,1,27,2,5.08,2.0,4
0,13,2015,2,51700,2,4.08,2.0,8
0,154,2015,2,28028,2,3.5,2.0,8
0,13,2017,1,43531,2,3.5,2.0,6
0,119,2014,2,131767,2,4.74,2.0,9
0,119,2016,2,44565,1,4.74,1.4,7
0,14,2015,1,72420,2,3.66,2.0,8
0,118,2018,1,10737,2,4.08,2.0,5
0,118,2018,2,16101,1,4.67,1.4,5
0,12,2019,2,3329,1,5.67,2.0,4
0,13,2019,1,39602,1,5.91,2.0,4
0,11,2017,2,57986,1,3.91,1.4,6
0,9,2017,2,46271,1,3.99,1.4,6
0,9,2014,2,94308,1,4.5,1.4,9
0,11,2017,2,33977,1,4.25,1.5,6
0,119,2015,2,106292,2,4.25,2.0,8
0,14,2016,1,39275,2,3.66,2.0,7
0,14,2015,2,69512,2,3.58,2.0,8
0,118,2017,2,36015,1,4.5,1.4,6
0,14,2014,1,58295,2,5.25,3.0,9
0,154,2016,2,63235,2,3.75,2.0,7
0,16,2018,1,21745,2,4.67,3.0,5
0,9,2015,2,98481,1,3.5,1.0,8
0,12,2017,2,94419,2,3.17,2.0,6
0,9,2016,2,59466,1,3.5,1.0,7
0,11,2014,2,55119,1,4.25,1.4,9
0,12,2016,2,52804,2,3.17,2.0,7
0,14,2017,1,51244,2,3.99,2.0,6
0,9,2016,2,36005,1,4.25,1.4,7
0,119,2017,2,55710,2,3.91,2.0,6
0,119,2015,2,77352,2,4.25,2.0,8
0,12,2017,1,43053,2,3.66,2.0,6
0,118,2018,2,19794,1,4.5,1.4,5
0,14,2016,1,38624,2,3.83,2.0,7
0,154,2015,2,98829,2,3.75,2.0,8
0,14,2015,1,92199,2,3.83,2.0,8
0,118,2017,2,29040,1,4.25,1.0,6
0,11,2017,1,21793,2,3.25,1.6,6
0,120,2016,1,62246,2,5.57,3.0,7
0,13,2017,1,31555,2,3.75,2.0,6
0,119,2019,0,14241,2,4.99,2.0,4
0,9,2015,2,22295,1,4.25,1.4,8
0,9,2017,2,59756,1,3.5,1.0,6
0,14,2014,1,97339,2,3.66,2.0,9
0,13,2015,1,114670,2,4.74,3.0,8
0,119,2016,1,53056,2,4.67,2.0,7
0,11,2015,2,85893,1,3.91,1.4,8
0,12,2017,2,38981,1,4.41,1.4,6
0,12,2015,2,58066,2,4.25,2.0,8
0,119,2018,1,18486,1,5.57,2.0,5
0,119,2013,1,84916,2,4.91,2.0,10
0,9,2019,2,3323,1,5.08,1.5,4
0,118,2018,2,12916,1,4.99,1.0,5
0,11,2018,2,50694,1,4.25,1.5,5
0,118,2019,1,5602,1,7.08,2.0,4
0,12,2018,1,50449,1,4.58,1.4,5
0,12,2016,2,44047,2,3.66,2.0,7
0,12,2017,1,24421,2,3.83,2.0,6
0,118,2018,1,18261,1,4.5,1.4,5
0,119,2017,2,39246,1,4.74,1.4,6
0,9,2016,2,42108,1,4.25,1.4,7
0,119,2017,1,24059,1,5.57,2.0,6
0,14,2016,2,71319,2,3.66,2.0,7
0,11,2017,1,56856,1,4.91,2.0,6
0,15,2017,1,55041,2,4.5,3.0,6
0,11,2015,2,34486,2,3.41,2.0,8
0,11,2016,2,57443,1,3.91,1.0,7
0,119,2015,1,65754,2,4.67,2.0,8
0,12,2016,2,31036,1,4.41,1.4,7
0,13,2015,1,57780,2,4.16,2.0,8
0,119,2015,1,64785,2,4.67,2.0,8
0,11,2019,2,11759,2,4.58,1.6,4
0,118,2019,0,3865,2,4.91,1.6,4
0,119,2019,0,7055,1,6.16,1.5,4
0,118,2019,0,2320,1,5.75,1.5,4
0,119,2019,2,6715,2,5.75,2.0,4
0,11,2019,1,5219,1,6.82,2.0,4
0,118,2019,0,5441,1,5.75,1.5,4
0,11,2019,0,11873,2,4.5,1.6,4
0,9,2019,1,7457,1,5.75,2.0,4
0,119,2019,0,11468,1,7.33,2.0,4
0,9,2020,2,894,1,4.91,1.0,3
0,118,2017,1,15364,1,4.33,1.4,6
0,119,2020,1,3064,1,7.49,2.0,3
0,119,2020,1,844,1,5.75,1.5,3
0,11,2020,1,3484,4,1.66,1.4,3
0,9,2020,2,2414,1,4.91,1.0,3
0,9,2019,2,2518,1,4.91,1.0,4
0,12,2017,2,95775,2,3.17,2.0,6
0,11,2019,2,10219,2,4.33,2.0,4
0,11,2019,2,7303,2,4.58,1.6,4
0,11,2019,2,10039,2,4.58,1.6,4
0,11,2019,1,9685,1,5.75,2.0,4
0,118,2019,1,6760,1,7.08,2.0,4
0,11,2019,2,8288,2,4.5,1.6,4
0,9,2016,2,65126,1,4.25,1.4,7
0,120,2020,1,3196,2,6.16,2.0,3
0,118,2020,2,6863,1,5.41,1.5,3
0,119,2020,1,2840,1,7.59,2.0,3
0,118,2020,1,1319,1,7.24,2.0,3
0,119,2020,1,7798,1,7.49,2.0,3
0,119,2020,1,764,1,7.49,2.0,3
0,119,2020,1,683,1,7.49,2.0,3
0,14,2019,1,3654,1,6.92,2.0,4
0,118,2019,1,7913,1,5.75,1.5,4
0,118,2019,1,9768,1,5.75,1.5,4
0,118,2019,0,12786,2,4.91,1.6,4
0,12,2017,2,33211,2,3.5,2.0,6
0,12,2015,2,61220,2,3.66,2.0,8
0,13,2016,1,45954,2,3.99,2.0,7
0,118,2019,2,6271,1,6.0,1.5,4
0,11,2019,0,9322,2,4.5,1.6,4
0,119,2017,1,49601,1,5.5,2.0,6
0,119,2016,2,83740,2,4.5,2.0,7
0,11,2018,1,14701,1,4.16,1.5,5
0,121,2017,0,34967,2,4.91,3.0,6
0,118,2019,1,3452,2,5.08,2.0,4
0,16,2017,1,10426,2,4.67,3.0,6
0,11,2019,1,1696,1,6.82,2.0,4
0,12,2019,0,7399,1,6.16,2.0,4
0,9,2019,2,1675,1,5.16,1.5,4
0,9,2017,0,34753,1,3.99,1.4,6
0,118,2018,2,14492,1,4.67,1.4,5
0,119,2019,0,14530,1,7.49,2.0,4
0,118,2017,1,41706,2,3.58,1.6,6
0,119,2017,2,24870,1,4.74,1.4,6
0,16,2016,1,41345,2,4.91,3.0,7
0,126,2016,1,48151,1,6.74,2.5,7
0,9,2019,1,9134,1,4.99,1.0,4
0,120,2019,1,5251,2,6.16,2.0,4
0,11,2016,1,39277,1,4.83,2.0,7
0,120,2019,1,70,1,7.33,2.0,4
0,14,2015,1,66158,2,5.16,3.0,8
0,119,2019,1,21618,1,7.42,2.0,4
0,12,2019,1,8255,1,6.08,2.0,4
0,119,2019,2,3801,2,5.5,2.0,4
0,16,2015,1,68501,2,4.91,3.0,8
0,12,2017,2,31602,1,4.41,1.4,6
0,154,2016,2,33271,1,5.08,2.0,7
0,14,2015,1,36274,2,3.66,2.0,8
0,119,2015,2,22765,2,3.91,2.0,8
0,9,2016,2,34053,1,4.25,1.4,7
0,118,2019,1,12519,2,4.91,1.6,4
0,9,2015,2,31547,2,2.91,1.6,8
0,9,2015,2,43894,1,4.25,1.4,8
0,11,2019,0,13315,1,5.16,1.0,4
0,13,2016,0,58578,2,3.91,3.0,7
0,120,2016,1,74674,2,5.5,3.0,7
0,118,2018,2,17844,1,4.67,1.4,5
0,14,2017,0,51943,2,3.83,2.0,6
0,119,2017,2,41160,2,4.33,2.0,6
0,11,2018,2,21032,1,4.33,1.5,5
0,14,2015,1,91930,2,3.5,2.0,8
0,11,2016,2,75968,1,3.91,1.0,7
0,12,2015,2,33788,2,3.66,2.0,8
0,11,2016,2,38788,1,3.91,1.4,7
0,12,2016,2,59949,1,4.58,1.4,7
0,9,2016,2,18632,1,3.5,1.0,7
0,13,2017,1,24323,2,3.75,2.0,6
0,12,2017,2,32320,2,3.41,2.0,6
0,11,2013,2,96682,2,3.41,2.0,10
0,12,2016,2,68852,2,3.66,2.0,7
0,9,2016,2,48817,1,4.25,1.4,7
0,119,2016,2,36276,2,4.5,2.0,7
0,154,2016,2,29391,2,3.75,2.0,7
0,12,2016,2,60330,2,3.66,2.0,7
0,121,2014,1,69537,2,6.16,3.0,9
0,12,2016,1,73416,2,3.5,2.0,7
0,13,2017,2,19815,2,3.66,2.0,6
0,120,2016,1,82013,2,4.99,2.0,7
0,9,2016,2,38625,1,4.25,1.4,7
0,11,2017,1,39459,2,3.33,1.6,6
0,14,2017,0,54485,2,4.16,2.0,6
0,12,2016,2,47206,1,4.58,1.4,7
0,9,2013,1,76548,1,4.41,1.4,10
0,120,2019,1,7676,2,6.16,2.0,4
0,119,2019,0,1609,2,4.99,2.0,4
0,14,2019,1,1609,2,4.91,2.0,4
0,119,2015,2,85494,2,4.25,2.0,8
0,118,2019,1,9112,2,4.91,1.6,4
0,119,2015,1,54468,1,4.91,1.4,8
0,119,2015,1,64174,1,5.5,2.0,8
0,9,2015,2,79766,1,4.25,1.4,8
0,9,2016,2,21727,1,3.5,1.0,7
0,12,2019,2,9099,1,6.0,2.0,4
0,14,2017,1,35968,2,4.33,2.0,6
0,13,2019,1,4932,1,5.91,2.0,4
0,12,2016,2,49081,2,3.17,2.0,7
0,14,2019,0,1609,2,4.91,2.0,4
0,118,2019,2,24,1,5.75,1.5,4
0,9,2019,1,1609,1,5.33,1.0,4
0,118,2019,2,1609,1,5.41,1.5,4
0,14,2019,0,1609,2,4.67,2.0,4
0,16,2018,0,12744,2,4.67,3.0,5
0,118,2018,2,13742,2,3.66,1.6,5
0,11,2018,2,11168,1,4.33,1.5,5
0,12,2019,2,2159,1,6.0,2.0,4
0,9,2016,2,25321,1,3.5,1.0,7
0,12,2019,1,10518,2,5.91,3.0,4
0,120,2020,1,3855,2,7.24,3.0,3
0,14,2019,1,3252,2,4.91,2.0,4
0,119,2020,1,4108,1,7.66,2.0,3
0,119,2016,1,53061,2,4.58,2.0,7
0,118,2017,2,17916,1,4.5,1.4,6
0,14,2016,2,53401,2,3.83,2.0,7
0,12,2016,2,61526,2,3.66,2.0,7
0,12,2017,2,34665,1,4.58,1.4,6
0,119,2015,2,24009,2,4.74,2.0,8
0,118,2019,2,15328,1,5.75,1.5,4
0,11,2017,1,50399,2,4.08,2.0,6
0,12,2019,1,4070,2,4.91,2.0,4
0,12,2016,2,61806,2,3.17,2.0,7
0,14,2015,0,93206,2,3.83,2.0,8
0,9,2015,2,81641,1,3.99,1.4,8
0,11,2017,2,23316,1,3.91,1.4,6
0,118,2019,1,4906,1,5.41,1.5,4
0,14,2019,1,12007,2,6.24,3.0,4
0,120,2017,1,60337,1,6.92,3.0,6
0,13,2018,1,59086,1,6.66,3.0,5
0,154,2017,2,24138,1,4.99,1.8,6
0,9,2018,1,16490,1,4.16,1.4,5
0,154,2016,2,15063,1,5.08,1.8,7
0,119,2016,2,36279,2,3.83,2.0,7
0,118,2019,2,3035,1,5.75,1.5,4
0,14,2016,1,22508,2,3.83,2.0,7
0,119,2015,2,69938,2,4.5,2.0,8
0,11,2014,1,140255,2,3.75,2.0,9
0,11,2016,2,34549,1,3.91,1.0,7
0,11,2016,2,47150,1,3.91,1.0,7
0,11,2017,1,24429,2,3.25,1.6,6
0,11,2016,2,38516,2,3.58,2.0,7
0,119,2019,0,7132,1,7.49,2.0,4
0,12,2017,2,24296,1,4.41,1.4,6
0,9,2016,2,71736,1,4.25,1.4,7
0,121,2019,1,13503,2,7.0,3.0,4
0,9,2016,2,53747,1,3.5,1.0,7
0,11,2016,2,75413,2,3.41,1.6,7
0,11,2019,1,20071,1,5.57,1.5,4
0,14,2016,1,57397,2,3.83,2.0,7
0,9,2017,2,57950,1,3.99,1.4,6
0,118,2019,2,4652,1,5.41,1.0,4
0,118,2019,2,5610,1,5.16,1.0,4
0,14,2019,0,11423,2,5.91,3.0,4
0,119,2020,1,7169,1,6.0,1.5,3
0,118,2020,1,7169,2,5.25,2.0,3
0,11,2017,1,14498,1,4.16,1.4,6
0,13,2017,1,46056,2,3.5,2.0,6
0,13,2016,2,82219,2,3.99,2.0,7
0,11,2019,0,7151,1,5.41,1.5,4
0,14,2019,0,7132,2,4.91,2.0,4
0,9,2019,2,8741,1,4.91,1.0,4
0,12,2019,0,8741,2,4.99,2.0,4
0,12,2019,0,8741,1,6.5,2.0,4
0,11,2019,2,4148,2,4.58,1.6,4
0,9,2019,2,8741,1,4.91,1.0,4
0,154,2019,1,8294,1,6.32,2.0,4
0,118,2019,1,13927,1,5.75,1.5,4
0,13,2017,1,36816,1,4.91,2.0,6
0,118,2020,1,7134,1,7.24,2.0,3
0,119,2020,1,7132,1,5.82,1.5,3
0,9,2020,1,8741,1,5.25,1.5,3
0,9,2016,2,61034,1,3.5,1.0,7
0,9,2016,2,33224,1,4.16,1.4,7
0,120,2017,1,52820,2,5.57,3.0,6
0,13,2017,0,51139,2,3.58,2.0,6
0,14,2019,0,2063,2,4.91,2.0,4
0,14,2019,0,8022,2,4.67,2.0,4
0,119,2018,1,33079,1,4.91,1.4,5
0,9,2017,2,38625,2,3.08,1.6,6
0,118,2020,2,7132,1,5.41,1.5,3
0,12,2019,1,8859,2,5.82,3.0,4
0,9,2020,1,8741,1,5.25,1.5,3
0,154,2020,1,3703,1,5.75,2.0,3
0,118,2019,2,8447,2,4.74,1.6,4
0,118,2019,1,4012,2,4.91,2.0,4
0,118,2019,2,7549,2,4.91,1.6,4
0,11,2019,1,8741,1,5.33,1.5,4
0,118,2019,1,6561,1,5.57,1.5,4
0,118,2019,2,6092,1,5.41,1.5,4
0,118,2019,0,7151,1,5.57,1.5,4
0,119,2019,0,7132,1,7.66,2.0,4
0,119,2019,1,7151,1,7.66,2.0,4
0,12,2019,0,19851,2,5.82,3.0,4
0,119,2017,1,28980,1,5.57,2.0,6
0,14,2019,1,8741,1,6.92,2.0,4
0,122,2018,1,19846,2,7.0,3.0,5
0,12,2016,2,125961,2,3.17,2.0,7
0,13,2016,2,88143,2,4.16,2.0,7
0,13,2017,2,58573,2,3.58,2.0,6
0,118,2017,2,26074,1,4.5,1.4,6
0,121,2019,1,27363,2,7.17,3.0,4
0,13,2019,1,8741,1,6.41,2.0,4
0,9,2019,1,8741,1,5.25,1.0,4
0,119,2019,2,2407,2,5.5,2.0,4
0,11,2015,1,38250,2,4.08,2.0,8
0,11,2019,0,7151,1,5.33,1.5,4
0,122,2019,0,14141,2,7.17,3.0,4
0,13,2019,0,8741,2,5.16,2.0,4
0,119,2019,0,7132,1,7.49,2.0,4
0,11,2019,2,6953,1,5.33,1.5,4
0,119,2016,1,53224,2,4.67,2.0,7
0,119,2017,2,43997,1,4.58,1.4,6
0,9,2018,2,30377,1,4.25,1.4,5
0,12,2016,2,40577,2,3.17,2.0,7
0,118,2019,1,5474,1,5.75,1.5,4
0,119,2017,2,37027,2,4.16,2.0,6
0,13,2016,1,54799,2,5.25,3.0,7
0,119,2015,1,82617,2,4.67,2.0,8
0,120,2013,1,77702,2,5.67,3.0,10
0,14,2015,1,70810,2,4.33,3.0,8
0,14,2018,1,13843,2,4.67,2.0,5
0,14,2015,1,120127,2,3.83,2.0,8
0,13,2016,2,80364,2,4.16,2.0,7
0,11,2016,2,49720,1,4.5,1.4,7
0,14,2016,1,101388,2,4.16,3.0,7
0,11,2020,1,7132,1,6.82,2.0,3
0,11,2019,1,8741,2,4.33,1.6,4
0,118,2019,2,7303,1,4.99,1.0,4
0,11,2019,2,7349,1,5.25,1.5,4
0,11,2019,1,5526,2,4.58,2.0,4
0,118,2019,0,3535,2,4.91,2.0,4
0,118,2019,2,1585,2,4.74,1.6,4
0,12,2019,0,10393,2,4.99,2.0,4
0,120,2019,0,10565,4,2.0,2.0,4
0,9,2019,2,8741,1,4.91,1.0,4
0,9,2019,2,8741,1,4.91,1.0,4
0,122,2020,0,5668,2,7.66,4.0,3
0,118,2020,2,7132,1,5.41,1.5,3
0,120,2020,1,7134,2,6.82,3.0,3
0,119,2020,1,7132,1,6.0,1.5,3
0,9,2020,1,8741,1,5.25,1.5,3
0,11,2020,1,7134,1,6.74,2.0,3
0,15,2019,1,3307,2,6.57,3.0,4
0,11,2016,2,40153,1,3.99,1.4,7
0,9,2015,2,45795,1,4.25,1.4,8
0,120,2014,1,40622,2,4.99,2.0,9
0,12,2017,1,120372,2,3.25,2.0,6
0,12,2016,2,47311,1,4.58,1.4,7
0,11,2017,1,85750,1,4.16,1.4,6
0,14,2015,1,114311,2,3.66,2.0,8
0,13,2016,2,67152,2,4.41,2.0,7
0,119,2014,2,43014,2,4.67,2.0,9
0,118,2019,2,5404,1,4.99,1.0,4
0,119,2020,1,7132,1,7.49,2.0,3
0,120,2019,0,7349,2,6.16,2.0,4
0,120,2019,0,7349,2,6.16,2.0,4
0,12,2017,1,35366,1,5.33,2.0,6
0,119,2017,2,34119,1,4.74,1.4,6
0,119,2019,0,4168,1,7.49,2.0,4
0,118,2019,2,6953,1,5.41,1.5,4
0,119,2019,1,7151,2,6.08,2.0,4
0,12,2019,0,8741,2,4.67,2.0,4
0,120,2019,1,7134,1,7.33,2.0,4
0,12,2019,0,6418,2,6.0,3.0,4
0,14,2019,1,5489,2,4.91,2.0,4
0,120,2020,1,6989,1,7.33,2.0,3
0,119,2020,1,2325,1,7.49,2.0,3
0,120,2016,2,53788,2,4.91,2.0,7
0,9,2016,2,24334,1,4.16,1.4,7
0,9,2016,2,41493,1,4.08,1.4,7
0,119,2017,2,32758,1,4.74,1.4,6
0,13,2020,1,8741,2,4.58,2.0,3
0,119,2020,1,7151,1,6.0,1.5,3
0,119,2020,1,7132,1,7.49,2.0,3
0,12,2020,1,7168,1,6.16,2.0,3
0,118,2017,0,57218,2,3.41,1.6,6
0,118,2019,2,9961,1,4.99,1.0,4
0,12,2015,2,63813,2,3.17,2.0,8
0,9,2017,2,21328,1,4.25,1.4,6
0,11,2016,2,41128,1,3.91,1.4,7
0,119,2019,2,2697,1,5.75,1.5,4
0,119,2017,2,30431,1,4.58,1.4,6
0,154,2020,1,7134,1,6.66,2.0,3
0,119,2020,1,7132,1,6.0,1.5,3
0,11,2016,1,58465,1,3.99,1.4,7
0,9,2017,2,39324,1,4.25,1.4,6
0,118,2019,1,3609,1,5.75,1.5,4
0,9,2019,0,7153,1,5.08,1.0,4
0,122,2019,0,11069,2,7.17,3.0,4
0,118,2019,2,7261,1,6.0,1.5,4
0,120,2013,2,92355,1,6.24,2.0,10
0,11,2017,2,68845,1,3.75,1.0,6
0,12,2017,2,65311,1,4.58,1.4,6
0,14,2015,1,77529,2,4.08,3.0,8
0,118,2019,2,9636,2,4.74,1.6,4
